kepoi_name,kepler_name,catalog,p_planet,verdict,unseen,ra,dec,koi_period,koi_prad,koi_teq,koi_depth,koi_duration,koi_model_snr,koi_insol,koi_impact,koi_count,koi_steff,koi_srad,koi_kepmag,duty_cycle,dicco_offset_sig,prad_over_srad
K04466.01,,CANDIDATE,0.7773870470067517,NEEDS REVIEW (ambiguous),True,288.63861,42.857288,154.674369,2.29,371.0,435.8,9.35,13.5,4.47,0.777,1,6338.0,1.002,15.015,0.0025187323268364733,0.3863636363636364,0.020948021463946535
K04531.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,289.94693,41.802818,372.62637,2.38,258.0,542.0,18.52,11.9,1.05,0.5353,1,6014.0,0.993,15.412,0.0020708858223497887,,0.02196862916677051
K04532.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.89783,37.972778,1.02087831,0.64,1903.0,33.4,2.429,9.9,3115.14,0.148,1,5750.0,1.106,14.103,0.09913848922241605,102.32954545454547,0.005303958244588719
K04533.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,288.11703,38.437733,1.26132769,0.14,447.0,109.7,1.244,9.9,9.46,0.289,1,2900.0,0.132,15.918,0.041094264198174656,20.26086956521739,0.009721412104546844
K03161.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,287.0574,37.991367,6.09406648,54.54,1417.0,3027.0,2.085,19.0,953.63,1.235,1,6785.0,1.666,9.58,0.014255669885636035,3.5,0.3000650305951895
K04534.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,296.97321,43.394669,1.1578141,1.24,2133.0,54.8,3.253,27.8,4895.77,0.564,1,5412.0,1.629,13.548,0.11706686476409872,3.291666666666667,0.006977114501763691
K04603.01,,CANDIDATE,0.006706222554699781,FALSE POSITIVE,True,291.53922,44.44706,15.9513866,1.17,849.0,99.2,2.285,9.2,123.03,0.197,1,6451.0,1.168,13.629,0.005968655623538918,2.0,0.009181597880541919
K03174.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,291.12354,42.663353,0.566800926,2.19,2200.0,264.5,4.407,63.2,5563.01,0.971,1,5780.0,1.0,10.624,0.3239673606320114,2.9999999999999996,0.02007332722273144
K04604.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,True,291.75128,38.034431,24.1876477,118.8,782.0,194.8,2.654,11.4,88.31,1.8212,1,6437.0,1.31,13.544,0.004571892839886755,5.622641509433962,0.8312284408869236
K04605.01,,CANDIDATE,0.005515746364223591,FALSE POSITIVE,True,290.42307,51.388729,7.7859111,0.68,939.0,45.5,7.788,12.0,183.92,0.675,1,6045.0,0.954,13.515,0.041677845512518116,1.7500000000000002,0.006533347937287547
K04606.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,294.60608,39.920361,2.44926655,0.76,1033.0,108.2,2.988,10.7,269.06,0.253,1,4840.0,0.749,15.238,0.05083154383503094,20.736842105263158,0.009300515566737931
K04675.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,287.14621,47.183529,2.17812826,0.81,1206.0,100.8,2.601,10.4,500.27,0.344,1,5426.0,0.805,15.613,0.04975602309112871,1.9367088607594936,0.009222833914979136
K04676.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,298.74335,40.07214,31.183688,3.21,876.0,139.8,6.14,7.9,139.27,0.8319,2,5947.0,2.407,13.931,0.00820407558379026,,0.012223742468213509
K04677.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,294.88477,46.646591,1.33259494,0.89,1665.0,92.7,2.783,7.8,1814.46,0.104,1,6063.0,0.918,15.165,0.0870169395460359,5.581818181818181,0.00888633282012265
K04678.01,,FALSE POSITIVE,0.04008060679115298,FALSE POSITIVE,True,287.17123,39.388329,2.05048377,0.66,1339.0,60.5,3.67,14.3,761.65,0.013,1,5568.0,0.854,14.352,0.07457589711459489,1.6753246753246753,0.007083718823587497
K04679.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,297.53574,41.940571,1.19550618,0.78,2152.0,26.9,3.337,13.3,5062.04,0.483,1,6088.0,1.463,13.45,0.1163035950735668,7.3076923076923075,0.004886810810878542
K04467.01,,CANDIDATE,0.8629107048557849,CONFIRMED,True,288.72598,40.531631,2.94242323,1.42,1098.0,293.3,1.519,14.7,344.64,0.447,1,5436.0,0.819,15.907,0.021510048595784995,0.9456521739130435,0.015892041556569512
K03157.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,284.49561,44.988121,0.683082998,9.92,6757.0,143.3,4.409,26.1,492690.35,0.694,1,8247.0,7.762,8.163,0.26893998807057606,4.9411764705882355,0.01171421749381402
K04468.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,291.48654,39.211723,0.791771167,82.71,3419.0,509.2,2.4463,82.4,32163.04,1.224,1,6218.0,3.07,13.852,0.1287356384204714,61.06666666666667,0.24694196221976075
K04469.01,,FALSE POSITIVE,0.206357372531006,NEEDS REVIEW (ambiguous),False,289.75653,46.952888,0.894172544,0.68,1461.0,86.2,0.8302,16.9,1070.89,0.162,1,4982.0,0.736,14.251,0.038685673026733716,0.5238095238095238,0.008468497190451523
K04470.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.23792,48.175758,1.68207624,1.01,1980.0,54.7,1.519,11.1,3646.1,0.56,1,6495.0,1.311,13.753,0.03762710937921973,119.14999999999999,0.007061450701635531
K04535.01,,FALSE POSITIVE,0.17140087968287962,FALSE POSITIVE,False,292.25284,38.60899,9.8480917,0.88,711.0,141.9,3.079,9.7,60.47,0.127,2,5289.0,0.748,14.791,0.013027058497705364,0.9090909090909091,0.010783415107564566
K04536.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,291.61011,42.810459,0.566800593,0.48,2783.0,12.3,3.909,10.4,14091.55,0.2,1,6476.0,1.353,12.318,0.28735855609805266,1.4285714285714286,0.003251761540196854
K04537.01,,FALSE POSITIVE,0.0011494252873563218,FALSE POSITIVE,False,295.14267,39.93071,0.969602551,0.69,1334.0,111.0,1.728,10.4,750.09,0.415,1,4856.0,0.66,15.522,0.07425723037314905,16.538461538461537,0.009582534788767602
K07678.01,,CANDIDATE,0.30491718426501035,NEEDS REVIEW (ambiguous),True,289.24884,39.106541,13.0914878,0.79,892.0,37.5,2.037,8.0,149.52,0.145,1,5919.0,1.288,11.993,0.006483220341083004,1.4999999999999998,0.005621943512988824
K04538.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,299.51422,41.220589,9.25801294,1.73,1229.0,88.1,2.854,12.9,539.51,0.186,1,6200.0,1.834,13.49,0.012844728932369225,8.0,0.008646135177575624
K04539.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,False,293.72696,39.0368,25.9554044,1.46,656.0,122.7,8.491,11.6,43.9,0.952,1,6058.0,1.038,14.145,0.013630751469496142,2.8941176470588235,0.012892310354997712
K04607.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,False,290.96017,50.284679,3.74788208,0.94,979.0,153.4,4.183,13.6,216.97,0.09,1,5340.0,0.777,15.527,0.046504042268764936,3.555555555555556,0.011088737028242068
K04608.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,295.18976,42.523319,0.93479255,24.75,2040.0,247.5,4.5838,78.3,4108.03,1.2,1,6018.0,1.053,14.198,0.20431449380578254,4.5,0.2154378872985656
K04609.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,286.78522,38.151642,361.43653,1.56,268.0,271.9,9.08,10.8,1.22,0.2175,1,6028.0,0.938,13.791,0.0010467490193460337,,0.015243932230949483
K04610.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,296.50925,44.625912,0.89628253,0.76,1670.0,86.4,1.397,13.0,1848.85,0.176,1,5561.0,0.818,15.248,0.06494417930173574,,0.008515997749983753
K04611.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,True,293.4678,48.12608,1.67495622,0.77,1843.0,35.9,2.994,15.3,2732.19,0.399,1,6323.0,1.263,13.363,0.07447955863586692,1.3977272727272727,0.005588080117102936
K04680.01,,CANDIDATE,0.43487179487179495,NEEDS REVIEW (ambiguous),True,297.59964,39.626339,54.0812235,1.54,431.0,411.1,6.279,11.6,8.19,0.182,1,5757.0,0.762,15.487,0.004837630938582593,0.47619047619047616,0.01852426558504202
K04681.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,293.44537,38.929588,8.2344072,1.49,1263.0,59.2,2.808,11.5,601.05,0.812,1,6148.0,1.741,12.88,0.01420867309063851,25.26829268292683,0.007844454470838898
K04682.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,295.29333,40.183308,2.15052332,1.17,1410.0,115.5,3.447,11.0,934.17,0.0303,1,5780.0,1.0,13.322,0.06678606954143608,,0.010724106324472961
K03193.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,287.07892,43.068771,32.6122381,31.96,570.0,1321.4,2.886,19.6,24.92,1.252,1,5780.0,1.0,11.486,0.0036872661002680467,1.92,0.292942254812099
K04683.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,294.02347,39.92408,0.967073359,28.15,1867.0,773.5,2.4875,92.4,2870.56,1.222,1,5755.0,1.022,15.12,0.10717473743719717,20.105263157894736,0.25246591485934555
K04684.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,297.19739,46.22826,3.5564279,0.8,972.0,131.4,6.998,12.3,211.41,0.359,1,5404.0,0.694,15.927,0.08198769707473426,6.451612903225807,0.010565882237959519
K04471.01,,FALSE POSITIVE,0.002491707166550953,FALSE POSITIVE,False,292.8598,45.205791,0.942997994,1.56,1283.0,539.2,1.1658,29.2,639.03,0.153,1,4499.0,0.693,15.878,0.051511244254036026,85.34567901234568,0.02063320120148718
K04472.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,291.08929,42.590969,0.566796775,0.61,931.0,144.1,5.471,32.2,176.94,0.974,1,3453.0,0.358,15.51,0.40218706843089097,3.8507462686567164,0.015617879143218515
K04473.01,Kepler-1607 b,CONFIRMED,0.005515746364223591,FALSE POSITIVE,True,296.05984,42.65604,13.6471211,1.25,913.0,75.0,8.331,14.7,164.06,0.617,1,5771.0,1.382,13.897,0.02543576754807283,4.404761904761905,0.008290433105490125
K04474.01,Kepler-1608 b,CONFIRMED,0.9045714285714286,CONFIRMED,False,295.56357,39.417599,16.473474,1.63,612.0,470.5,4.201,13.0,33.22,0.014,1,5364.0,0.754,15.889,0.010625668068961449,1.1449275362318843,0.019814882800438603
K04475.01,,FALSE POSITIVE,0.041078226389790855,FALSE POSITIVE,False,290.96243,50.272629,3.74788322,1.32,1031.0,242.6,3.45,16.3,266.76,0.544,1,5514.0,0.826,15.817,0.038354983750000626,2.847457627118644,0.014647689770808044
K04540.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,289.94019,50.652771,0.705455349,0.64,1693.0,74.9,2.469,18.0,1936.09,0.447,1,5383.0,0.736,14.837,0.14582779781289887,10.4,0.007970350296895549
K07724.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,298.12234,40.462349,488.67353,2.03,188.0,691.0,12.35,8.2,0.3,0.432,1,5218.0,0.772,15.747,0.0010530206809714726,,0.024102050217749554
K04541.01,,CANDIDATE,0.9983333333333334,CONFIRMED,True,283.25119,40.72311,8.5291223,2.08,911.0,325.4,3.241,12.8,162.94,0.606,2,5543.0,1.111,15.377,0.0158330085930022,0.5581395348837209,0.017160286147771514
K04542.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,287.97504,46.35326,1.08906057,0.75,1511.0,76.2,2.743,10.4,1235.96,0.29,1,5087.0,0.881,14.959,0.10494518837153995,6.588235294117647,0.00780298198759638
K04543.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,294.15503,46.575706,1.48922187,2.5,1594.0,613.6,1.882,10.8,1524.19,0.393,1,5780.0,1.0,17.352,0.05265613421770838,50.2,0.022914757103574702
K03162.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,282.19479,46.522888,0.716709761,1.42,2394.0,68.4,0.6969,21.2,7725.24,0.986,1,6109.0,1.173,10.047,0.04051500562722209,52.38095238095238,0.011095977864305566
K04612.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,296.90204,43.839821,4.1083812,1.62,1058.0,352.8,3.279,11.4,295.63,0.148,1,5730.0,0.87,15.771,0.033255190633235295,,0.017067543221972882
K04613.01,Kepler-1963 b,CONFIRMED,0.9699235078646844,CONFIRMED,False,296.58755,47.207161,1.962282625,0.81,1448.0,68.3,1.45,12.9,1038.36,0.169,1,5726.0,0.979,13.885,0.030788972952694144,1.28,0.00758363769311359
K03178.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,298.23517,48.49789,0.523629052,46.33,9801.0,122.0,3.443,61.4,2181689.59,0.045,1,4136.0,44.448,10.863,0.27396939261753056,,0.009554001949321598
K04614.01,,CANDIDATE,0.6682125768967875,NEEDS REVIEW (ambiguous),True,281.73087,43.282341,6.4546845,1.38,1244.0,69.9,3.071,10.8,565.72,0.93,1,6474.0,1.362,13.784,0.01982410346056935,0.36363636363636365,0.009287038121272566
K04615.01,,FALSE POSITIVE,0.04187187718344165,FALSE POSITIVE,False,293.21414,45.82597,1.04588635,1.1,1972.0,102.7,2.833,13.2,3582.91,0.204,1,6249.0,1.076,15.805,0.11286280451663479,2.0,0.009370346770978503
K04616.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,300.1965,45.513931,51.31346091,,,,3.94,,,,1,,,13.888,0.0031992904737921067,,
K04685.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,295.73773,38.903912,0.494247662,1.51,2257.0,224.9,1.2443,18.1,6096.15,0.366,1,5763.0,0.998,15.666,0.10489848980475974,4.9655172413793105,0.0138682497901394
K04686.01,,CANDIDATE,0.5135897435897436,NEEDS REVIEW (ambiguous),True,298.90576,41.04261,11.8299383,1.6,1177.0,41.4,5.168,11.7,453.44,0.502,1,5747.0,2.431,12.327,0.018202405445625472,1.183673469387755,0.006032679780455701
K04687.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,295.53461,48.677391,419.92898,1.51,255.0,233.5,14.55,7.5,1.0,0.0299,1,6047.0,0.988,14.755,0.0014436965031563195,,0.014008616690849313
K04688.01,,FALSE POSITIVE,0.0011494252873563218,FALSE POSITIVE,False,295.82114,39.975479,1.23521458,0.93,1713.0,89.5,0.918,5.0,2032.78,0.458,1,5999.0,0.959,15.637,0.0309662795592973,5.625,0.008888727468748478
K04689.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,298.15717,47.331268,1.085229874,1.37,1632.0,238.1,0.652,7.6,1675.45,0.439,1,5713.0,0.851,15.959,0.025033098809318872,41.5,0.01475591879290122
K04476.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,286.94647,38.885189,1.540379557,0.81,1581.0,76.9,2.026,14.6,1481.09,0.329,1,5812.0,0.914,14.298,0.05480251038326825,4.266666666666667,0.008122955472164337
K04477.01,,CANDIDATE,0.7311705959318743,NEEDS REVIEW (ambiguous),True,289.10422,41.69014,5.30179786,1.22,973.0,197.2,2.24,11.5,211.8,0.357,2,5749.0,0.864,15.466,0.01760409125317602,0.25,0.012942594289982007
K03158.01,Kepler-444 b,CONFIRMED,0.9781825193845656,CONFIRMED,False,289.75229,41.634605,3.60011712,0.5,938.0,50.2,2.396,21.6,182.81,0.025,5,5051.0,0.721,8.717,0.027730579313301154,2.7407407407407405,0.006356381998217671
K04477.02,Kepler-1958 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,289.10422,41.69014,9.32867952,1.62,806.0,354.4,1.572,12.7,99.6,0.035,2,5749.0,0.864,15.466,0.007021358152520177,1.5135135135135136,0.017186067827681027
K04478.01,Kepler-1959 b,CONFIRMED,0.9453253765274227,CONFIRMED,False,296.02225,44.732658,6.38671206,1.19,811.0,223.7,1.201,11.6,102.25,0.015,1,5071.0,0.811,14.58,0.007835278339864075,1.2203389830508475,0.013449351888164682
K04544.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,296.62296,47.291142,158.348345,372.86,409.0,899.0,10.55,17.6,6.61,3.655,1,6521.0,1.276,15.028,0.002776052590466502,38.833333333333336,2.678368756626603
K04545.01,,CANDIDATE,0.16738095238095238,FALSE POSITIVE,True,291.45813,47.15863,0.849362238,0.85,1498.0,114.9,1.36,11.9,1190.04,0.453,1,4973.0,0.788,15.357,0.06671672477469698,1.777777777777778,0.009887077938090608
K04546.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,297.27325,40.136761,0.741768294,72.36,3380.0,60.3,0.4164,14.0,30981.32,1.201,1,5897.0,3.147,13.469,0.023390053390445937,3.577777777777778,0.21075460108225808
K04547.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,292.93661,47.499931,0.93376962,16.3,1937.0,125.8,7.023,28.5,3343.62,1.142,1,6056.0,0.975,15.318,0.31338029609487617,3.7758620689655173,0.15323509365672522
K07725.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,298.93066,40.419102,322.48381,3.5,259.0,1023.4,22.99,27.0,1.06,0.938,1,5968.0,0.881,14.76,0.002970433358085997,2.05,0.03641391594211644
K04548.01,,CANDIDATE,0.8336996336996337,CONFIRMED,True,288.12555,38.347431,61.083322,1.61,465.0,227.5,10.396,11.5,11.01,0.649,1,5803.0,1.015,14.748,0.007091406499906254,1.1323529411764706,0.014539018300199125
K04904.01,,CANDIDATE,0.2508695652173913,NEEDS REVIEW (ambiguous),True,284.72797,45.064968,3.5944891,0.98,1178.0,89.9,2.557,10.4,455.99,0.041,1,5523.0,1.046,15.033,0.029640280914098937,1.4848484848484849,0.008587557155450558
K04905.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,True,296.09058,50.408772,0.739404894,0.94,1256.0,246.8,1.753,21.0,589.06,0.077,1,4205.0,0.624,15.962,0.098784397100118,,0.013807610049589884
K04906.01,,CANDIDATE,0.056993977969606834,FALSE POSITIVE,True,297.05664,46.08353,4.8608059,1.21,925.0,252.1,1.966,8.9,172.76,0.374,1,5541.0,0.757,15.933,0.016852486676472034,0.6666666666666667,0.014650914713514075
K04907.01,,CANDIDATE,0.029967115278679752,FALSE POSITIVE,True,288.39761,40.6269,4.04481159,0.67,1325.0,33.0,2.479,7.5,729.15,0.393,1,6358.0,1.141,13.778,0.025536830175733022,2.2105263157894735,0.005382256707938669
K04908.01,,FALSE POSITIVE,0.001792512104076579,FALSE POSITIVE,False,293.68207,39.01112,25.949641315,2.06,753.0,67.8,11.6411,7.6,76.14,0.945,1,5109.0,1.922,13.956,0.01869181263222148,2.4130434782608696,0.009824016573020582
K07702.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,286.112,39.80323,1.71051215,1.04,2004.0,42.2,1.284,11.2,3820.16,0.057,1,5925.0,1.589,13.095,0.03127718210010961,6.7894736842105265,0.005999080525542528
K03296.01,Kepler-1459 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,282.42303,46.014019,62.869463,1.96,349.0,341.7,6.842,16.2,3.51,0.954,1,4762.0,0.781,14.591,0.0045345278888946974,1.4385964912280702,0.02300277793751929
K03297.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,289.15082,46.344151,84.8062818,36.51,388.0,9936.0,9.0006,121.6,5.33,1.265,1,5735.0,0.853,15.808,0.004422137040324766,61.24675324675325,0.3923178343969577
K03298.01,Kepler-1460 b,CONFIRMED,0.9867460317460317,CONFIRMED,False,285.5578,44.010792,29.9632816,2.24,391.0,893.2,2.6,17.7,5.55,0.855,1,4463.0,0.638,15.947,0.0036155363347562487,2.333333333333333,0.032181226277120584
K03299.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,283.01282,42.723679,17.99643716,30.08,468.0,36923.0,4.164,123.5,11.31,1.122,1,4438.0,0.666,14.845,0.009640797145427867,0.7761194029850746,0.41397951572103725
K01196.02,Kepler-274 b,CONFIRMED,1.0,CONFIRMED,False,292.92276,38.47728,11.63486009,2.61,961.0,292.3,5.466,18.4,201.96,0.053,3,5570.0,1.548,15.035,0.019574794904130215,0.044444444444444446,0.015454138511713171
K07712.01,,CANDIDATE,0.06402680527959102,FALSE POSITIVE,True,286.69318,40.170109,4.8302364,1.06,1453.0,22.5,7.983,11.6,1052.42,0.316,1,5086.0,2.247,11.994,0.06886308918544855,0.3956043956043956,0.004323923903834301
K04763.01,,CANDIDATE,0.1826339119817381,FALSE POSITIVE,True,284.38248,44.308231,56.446465,1.57,522.0,147.9,7.371,12.4,17.5,0.874,1,5995.0,1.117,14.046,0.005440996172213795,1.2823529411764707,0.012883140072555876
K04764.01,,CANDIDATE,0.6768881118881118,NEEDS REVIEW (ambiguous),True,292.18646,41.328041,31.4202111,1.45,471.0,390.5,4.021,10.6,11.6,0.075,1,5269.0,0.748,15.809,0.005332289656916617,0.8484848484848485,0.017768127165873435
K04765.01,Kepler-1622 b,CONFIRMED,0.8742236024844721,CONFIRMED,False,297.32889,47.815472,10.8118317,1.24,922.0,76.8,2.627,9.5,170.74,0.896,1,6025.0,1.196,13.385,0.0101239398069185,1.8615384615384614,0.009503109969375463
K04766.01,,CANDIDATE,0.9983333333333334,CONFIRMED,True,290.46756,40.056438,5.56676609,1.12,859.0,173.8,1.812,12.0,128.51,0.392,2,5032.0,0.859,15.223,0.013562632016392127,0.45000000000000007,0.011950886126194956
K04767.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,295.10959,41.07579,1.208528832,1.25,1725.0,180.8,1.336,10.6,2084.15,0.039,1,6072.0,0.923,15.912,0.04606151313290858,68.60000000000001,0.012413194530647185
K07718.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,298.46381,40.216812,208.18711785,1.99,307.0,394.7,2.5404,4.2,2.1,0.321,1,5780.0,1.0,12.793,0.0005084368384227575,1.8214285714285714,0.018240146654445465
K04835.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,299.52527,46.917549,0.93198504,17.72,1647.0,326.6,2.0472,44.5,1734.47,1.19,1,5470.0,0.777,14.477,0.09152507426514056,119.80597014925371,0.20903448951111644
K04836.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,295.58548,39.299259,0.60818508,96.03,2298.0,144.7,0.909,18.9,6637.9,1.835,1,5981.0,1.043,14.538,0.06227545075587846,54.21428571428571,0.8439133747483332
K04837.01,,CANDIDATE,0.07698412698412697,FALSE POSITIVE,True,298.12167,40.81358,5.38613715,0.86,846.0,169.3,1.943,8.9,121.37,0.197,1,5516.0,0.656,15.347,0.015030871119450298,0.38095238095238093,0.012016275066508686
K04838.01,,CANDIDATE,0.5109357309357309,NEEDS REVIEW (ambiguous),True,284.26859,44.19754,13.2965044,0.88,488.0,133.4,5.68,9.1,13.42,0.902,3,4352.0,0.613,15.073,0.017799164317703432,1.5324675324675323,0.013158229201400156
K04839.01,,CANDIDATE,0.07698412698412697,FALSE POSITIVE,True,298.40958,45.461639,21.8420304,2.01,1016.0,79.5,3.843,9.5,251.46,0.208,1,6194.0,2.241,13.547,0.007331049223335941,0.5789473684210527,0.008221090901951833
K04909.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,290.26178,37.787189,1.65320144,0.74,1059.0,132.1,1.525,6.7,296.8,0.148,1,4544.0,0.661,15.762,0.03843552584049689,58.083333333333336,0.01026137383155539
K04910.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,300.75897,45.71788,3.37487541,0.75,1287.0,53.8,3.085,8.3,649.96,0.389,1,6181.0,1.006,13.858,0.038087825786335225,5.636363636363636,0.006833426571642555
K03223.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,297.62054,40.76302,0.962825082,5.18,3265.0,118.1,2.8464,40.7,26811.24,0.088,1,4898.0,4.928,12.173,0.12317917575811553,6.9655172413793105,0.009634613782184819
K04911.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,286.0275,37.89447,309.494217,2.79,399.0,292.0,13.716,14.5,6.01,0.0542,1,6908.0,1.614,12.512,0.0018465611588471132,,0.015844404540018196
K04912.01,,CANDIDATE,0.022182413030890257,FALSE POSITIVE,True,297.19199,40.387951,0.876850385,1.35,2543.0,59.2,1.534,9.7,9858.55,0.049,1,6102.0,1.756,14.878,0.07289346935357355,1.1379310344827587,0.007046679291532084
K03300.01,,FALSE POSITIVE,0.07476445760718685,FALSE POSITIVE,False,291.28296,43.608238,24.2382519,2.19,597.0,465.5,2.703,11.3,29.92,0.82,2,5763.0,0.904,15.752,0.0046465809689848125,2.8928571428571432,0.022205007989747165
K03300.02,,FALSE POSITIVE,0.1335795947532282,FALSE POSITIVE,False,291.28296,43.608238,24.2416103,1.61,596.0,323.4,5.137,10.8,29.92,0.069,2,5763.0,0.904,15.752,0.008829515202076598,2.571428571428571,0.016324229618033304
