kepoi_name,kepler_name,catalog,p_planet,verdict,unseen,ra,dec,koi_period,koi_prad,koi_teq,koi_depth,koi_duration,koi_model_snr,koi_insol,koi_impact,koi_count,koi_steff,koi_srad,koi_kepmag,duty_cycle,dicco_offset_sig,prad_over_srad
K04719.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.51251,43.10128,365.13981,1.86,228.0,531.0,4.46,7.9,0.64,0.0901,1,5610.0,0.815,14.934,0.0005089374761227304,,0.020918502190257156
K04720.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,289.77826,38.262741,37.809539,1.79,483.0,487.4,7.547,9.7,12.89,0.03,1,5595.0,0.82,15.752,0.008316904719026946,2.27027027027027,0.020008495227023766
K04721.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,282.24762,45.930779,381.18654,2.29,193.0,985.0,9.73,9.0,0.33,0.4109,1,4977.0,0.734,15.845,0.0010635650111535068,,0.02859661785677715
K04509.01,,CANDIDATE,0.9808636788048553,CONFIRMED,True,291.69516,49.187859,12.003678,0.97,503.0,281.7,2.799,12.0,15.12,0.076,1,4328.0,0.594,15.675,0.009715772115846491,0.6292134831460675,0.014967888478429269
K04510.01,Kepler-1611 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,296.51205,49.72776,5.17624997,1.31,1243.0,78.7,5.261,13.4,565.42,0.097,1,5578.0,1.497,14.435,0.042348869278686196,0.9218749999999999,0.00802093034219983
K04511.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,288.74072,49.543018,370.62071,2.12,295.0,344.3,12.58,10.5,1.78,0.1419,1,6432.0,1.136,15.045,0.0014142940546054933,,0.01710538206323182
K04512.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,295.45059,50.54211,0.589458602,0.98,1848.0,158.4,0.8278,17.3,2736.51,0.086,1,5286.0,0.776,15.314,0.05851414594619262,108.01265822784809,0.011575495856444953
K04513.01,Kepler-1612 b,CONFIRMED,1.0,CONFIRMED,False,291.25027,45.655071,3.91794676,0.94,1030.0,116.5,2.549,13.5,266.81,0.337,1,5500.0,0.87,14.75,0.02710816145274351,1.511111111111111,0.009903389276947228
K04581.01,,CANDIDATE,0.03820599288083667,FALSE POSITIVE,True,290.60806,37.801891,6.0059966,0.73,1130.0,39.2,3.096,7.8,385.87,0.135,1,6103.0,1.16,13.549,0.021478533637531532,1.2727272727272725,0.005768197477796391
K04582.01,,CANDIDATE,0.07019704433497535,FALSE POSITIVE,True,296.33688,43.60009,4.22426989,0.35,1069.0,13.6,4.22,11.0,309.32,0.716,1,5735.0,0.883,11.756,0.041624550019774734,1.8068181818181819,0.0036331438216313234
K04583.01,,CANDIDATE,0.001985368695914888,FALSE POSITIVE,True,285.66843,45.374771,330.906041,2.05,225.0,740.0,3.846,7.3,0.6,0.005,1,5461.0,0.769,15.77,0.00048427644148086126,,0.024434461410833882
K03168.01,,CANDIDATE,0.10666666666666666,FALSE POSITIVE,True,287.31485,39.538181,56.3479517,1.06,586.0,43.6,8.789,15.1,27.97,0.768,1,5843.0,1.471,10.455,0.006499053156058791,4.230769230769231,0.006604933386754368
K04584.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,296.20569,44.498989,0.614701901,0.82,1656.0,131.6,0.947,11.2,1779.79,0.2344,1,4954.0,0.724,15.893,0.06419100586665231,,0.010381271173995168
K03185.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,292.77634,38.39397,0.934181579,0.79,3268.0,12.1,3.943,19.8,26937.31,0.62,1,7624.0,2.152,11.219,0.17586695173601435,3.4821428571428568,0.0033648063404877354
K04653.01,,CANDIDATE,0.749879243563454,NEEDS REVIEW (ambiguous),True,286.56033,48.893051,19.9778599,1.07,773.0,83.4,5.96,12.8,84.29,0.172,1,6392.0,1.162,13.52,0.012430427211742203,4.0,0.008440203132814092
K04654.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,289.2247,40.260818,379.65261,1.2,330.0,82.3,19.04,8.0,2.8,0.1971,1,6471.0,1.302,13.223,0.002089629604636021,,0.008447836720211871
K04655.01,,CANDIDATE,0.019527689674977155,FALSE POSITIVE,True,287.06534,37.899479,17.543847,1.15,658.0,196.3,5.948,9.9,44.42,0.579,1,5957.0,0.791,15.388,0.014126510185213844,1.5617977528089886,0.013325901729006778
K04656.01,,CANDIDATE,0.4574463217941479,NEEDS REVIEW (ambiguous),True,295.24191,43.972599,3.8183717,1.39,1683.0,50.8,2.687,11.8,1894.37,0.878,1,6738.0,1.692,13.821,0.029320962475531998,1.0909090909090908,0.0075299083626403866
K04727.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,295.85498,44.301601,1.215181097,0.87,2230.0,39.7,1.295,11.8,5844.41,0.1356,1,6717.0,1.365,13.516,0.04440353249943068,109.64102564102564,0.005842004008823442
K04728.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,295.85782,41.415691,21.5324915,1.47,876.0,100.5,4.156,12.1,139.32,0.5366,1,6737.0,1.41,13.41,0.008042110067321594,152.6219512195122,0.009555941260214132
K04729.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,291.06143,50.22694,3.74779583,1.06,1324.0,88.5,3.157,14.4,725.94,0.39,1,6341.0,1.111,14.416,0.035098407873159584,6.76271186440678,0.008745145825306638
K04730.01,,CANDIDATE,0.020991936840414067,FALSE POSITIVE,True,291.58875,44.907509,9.07829171,3.69,984.0,530.9,0.783,7.0,221.32,0.164,1,5086.0,1.611,14.383,0.003593737791446228,3.3571428571428568,0.020994526061375706
K04731.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,289.72168,45.439758,0.91842238,16.07,1525.0,162.9,5.664,12.9,1280.4,1.186,1,5288.0,0.74,15.899,0.25696237933574745,3.407894736842105,0.1990487279213219
K04514.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,True,289.5531,41.056931,373.43233,1.48,290.0,166.7,16.5,12.9,1.66,0.0802,1,6146.0,1.141,13.477,0.0018410296719622537,15.149999999999999,0.011889164071267506
K03158.05,Kepler-444 f,CONFIRMED,0.9384298691855915,CONFIRMED,True,289.75229,41.634605,9.74048508,0.95,673.0,121.4,1.6993,25.8,48.52,0.89,5,5051.0,0.721,8.717,0.007269059608956013,0.3076923076923077,0.012077125796613575
K04515.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,294.85272,43.686459,397.73781,2.2,264.0,460.8,13.08,8.8,1.16,0.1656,1,6194.0,1.02,15.548,0.0013702494112893115,,0.019769594363868374
K04516.01,,FALSE POSITIVE,0.1946907058643393,NEEDS REVIEW (ambiguous),False,298.45123,46.620861,5.35745121,1.65,1457.0,78.2,2.592,16.4,1065.83,0.119,1,6123.0,1.86,12.596,0.020158839673315478,1.144578313253012,0.008131042843203927
K04517.01,,FALSE POSITIVE,0.21158385093167703,NEEDS REVIEW (ambiguous),False,291.54214,48.991192,2.16132662,0.5,687.0,112.2,4.487,25.3,52.58,0.778,1,3754.0,0.43,14.751,0.08650165671550991,0.4571428571428572,0.010658026559802188
K07693.01,,CANDIDATE,0.13229813664596274,FALSE POSITIVE,True,296.22168,39.405762,6.41097179,1.4,886.0,233.5,2.582,8.5,146.16,0.261,1,5383.0,0.933,15.631,0.016781127238953787,4.0,0.013753766321545373
K04585.01,Kepler-1616 b,CONFIRMED,0.009087174935652162,FALSE POSITIVE,True,286.54364,45.304871,6.76289308,1.21,1337.0,50.9,6.204,14.6,754.37,0.553,1,6547.0,1.63,13.499,0.03822328653464384,2.273684210526316,0.006804136465110526
K04586.01,,CANDIDATE,0.8969047619047619,CONFIRMED,True,291.51758,49.43462,75.2116373,2.83,516.0,362.6,3.203,13.1,16.78,0.058,1,5818.0,1.5,14.39,0.0017744372829034704,0.8108108108108107,0.017293003360831043
K04587.01,,CANDIDATE,0.05417346448502895,FALSE POSITIVE,True,285.22415,40.958931,6.36283414,1.12,956.0,159.4,3.752,9.9,197.84,0.141,1,5955.0,0.883,15.567,0.024569764022378447,0.8701298701298702,0.011626060229220237
K04588.01,,CANDIDATE,0.42581191775175037,NEEDS REVIEW (ambiguous),True,286.51355,45.038044,7.53737498,0.93,1210.0,41.1,3.966,11.3,506.84,0.225,1,6483.0,1.436,12.912,0.021924078401098734,1.3653846153846152,0.0059361348485583495
K04589.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,298.90598,47.611359,1.09844642,1.73,2921.0,45.0,1.528,15.1,17139.77,0.727,1,6403.0,2.391,13.19,0.05796064833700917,106.72151898734177,0.006631958141226974
K07675.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,293.73605,38.940041,25.94947,1.22,508.0,238.3,15.7,8.2,15.74,0.678,1,5348.0,0.748,15.908,0.02520924961730111,1.1764705882352942,0.014949734580941785
K04657.01,,CANDIDATE,0.8132837167232715,CONFIRMED,True,293.29279,41.997589,7.57600886,0.54,778.0,49.0,3.361,12.5,86.87,0.267,2,5361.0,0.774,13.241,0.01848488686517543,1.857142857142857,0.006394815935881313
K04658.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,297.23672,40.034039,1.8789138,1.9,3330.0,30.2,4.279,17.8,29112.69,0.536,1,8046.0,3.339,12.95,0.0948908175918803,2.938775510204082,0.005215697933128713
K04659.01,Kepler-1965 b,CONFIRMED,0.984064872325742,CONFIRMED,False,292.51468,38.02206,41.8681996,1.25,492.0,150.7,5.783,12.5,13.89,0.923,1,5852.0,0.837,13.664,0.005755163480526957,0.18181818181818182,0.013688624315158125
K04660.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.22543,40.783989,0.514771509,0.57,2113.0,43.4,1.256,12.0,4749.21,0.222,1,5730.0,0.87,14.198,0.10166322808928675,13.465116279069768,0.00600524668921268
K04661.01,Kepler-1966 b,CONFIRMED,0.992450980392157,CONFIRMED,False,292.46387,41.299068,8.61742738,1.01,733.0,154.9,2.713,11.3,68.28,0.059,1,5009.0,0.84,14.79,0.013117797421655402,0.23076923076923075,0.011020906987909739
K04448.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,288.23523,40.612839,35.945188,1.5,789.0,72.6,8.23,4.1,91.51,0.1278,1,6578.0,1.744,11.628,0.009539988124882437,,0.00788351735214726
K04449.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,291.39969,44.473099,5.00749378,1.68,1499.0,56.6,2.898,14.7,1192.26,0.206,1,5242.0,2.243,12.938,0.024113859208827616,171.33333333333331,0.006865232623095052
K04450.01,Kepler-1606 b,CONFIRMED,0.992450980392157,CONFIRMED,True,286.37827,43.07325,196.436796,2.33,292.0,631.9,8.556,14.4,1.72,0.019,1,5462.0,0.946,15.139,0.0018148331028571651,1.3255813953488371,0.022575638076671907
K04451.01,,CANDIDATE,0.3972727272727273,NEEDS REVIEW (ambiguous),True,282.19565,47.105679,8.8303681,1.32,676.0,296.2,3.426,10.9,49.36,0.746,1,5051.0,0.706,15.945,0.016165804005384556,1.2413793103448276,0.017137382083126693
K04452.01,,CANDIDATE,0.4535897435897436,NEEDS REVIEW (ambiguous),True,294.30099,39.519058,12.85755895,1.23,860.0,106.5,4.831,14.2,129.15,0.55,1,5860.0,1.156,13.821,0.015655511862667112,1.8181818181818181,0.009752647486988541
K04518.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,291.27859,42.53738,0.566810643,0.52,1976.0,45.6,3.471,17.2,3605.07,0.315,1,5776.0,0.758,14.844,0.25515575931060985,2.7971014492753623,0.0062879544558621875
K07685.02,,CANDIDATE,0.16404416839199448,FALSE POSITIVE,True,286.77313,39.277531,33.502923,1.08,645.0,70.9,11.947,12.5,40.79,0.756,2,5999.0,1.177,13.219,0.014858156306739761,1.547945205479452,0.008410514077097938
K04519.01,,CANDIDATE,0.5788109934225918,NEEDS REVIEW (ambiguous),True,288.01013,46.978519,148.568877,5.97,555.0,404.4,4.399,11.6,22.49,0.243,1,5814.0,2.985,14.744,0.0012337150981269562,0.3666666666666667,0.018331805682859765
K04520.01,,CANDIDATE,0.43463911288835827,NEEDS REVIEW (ambiguous),True,295.21426,45.324509,9.3335486,1.69,1082.0,71.2,6.643,11.7,323.68,0.725,1,5354.0,1.863,14.276,0.029655566015552397,0.25641025641025644,0.008314748149230541
K04521.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.16943,41.54974,262.477098,1.92,178.0,1016.0,5.816,9.7,0.24,0.0753,1,4227.0,0.62,15.72,0.0009232551532299146,,0.02838473137991189
K04522.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,286.83643,46.288509,2.21030572,1.06,1572.0,92.0,2.492,11.4,1440.34,0.233,1,6355.0,1.09,14.886,0.04697691020468125,40.08333333333333,0.00891363028616117
K04590.01,,CANDIDATE,0.5316693478777745,NEEDS REVIEW (ambiguous),True,288.87082,50.815559,9.54060855,1.75,735.0,462.0,1.869,11.2,69.25,0.031,1,5271.0,0.831,15.836,0.008162477224788769,0.4285714285714286,0.019302442806861966
K07694.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,296.52655,39.49091,5.99321872,1.23,952.0,203.2,3.92,9.5,194.41,0.02,1,5853.0,0.868,15.512,0.02725302395326786,6.3181818181818175,0.012988548957325754
K04591.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,298.54257,40.51479,1.80926734,0.89,1444.0,98.0,2.469,10.9,1028.71,0.385,1,5897.0,0.891,15.186,0.056860032636194054,1.7183098591549297,0.00915561563285364
K04592.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,289.97791,50.668259,0.70544189,1.04,1960.0,133.5,1.772,13.9,3481.65,0.328,1,5838.0,0.897,15.826,0.10466253050741477,4.573529411764706,0.010627133729194065
K04593.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,290.3602,44.273361,0.981399749,1.21,1820.0,158.3,0.5051,16.2,2602.14,0.408,1,6038.0,0.898,14.652,0.021444710328057493,21.6,0.012350492692795274
K00750.02,,CANDIDATE,0.6878282828282828,NEEDS REVIEW (ambiguous),True,290.46512,47.92918,5.04413987,1.18,862.0,172.0,1.623,10.2,130.09,0.727,4,4954.0,0.828,15.377,0.013406646473504707,1.0655737704918034,0.013062518542134373
K04662.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,292.83698,47.55394,0.933728755,0.72,2777.0,13.5,4.363,17.9,14057.75,0.645,1,6652.0,1.863,10.959,0.19469430034492904,3.4545454545454546,0.0035423779097313547
K03188.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,295.30386,43.059681,12.607591424,1.61,809.0,79.5,29.1267,41.6,101.31,0.996,1,6047.0,1.002,11.36,0.09626045603680881,4.5,0.014727648278145818
K07676.01,,CANDIDATE,0.010732748254350537,FALSE POSITIVE,True,284.73474,39.045361,5.3694084,0.62,974.0,40.0,3.949,8.0,212.68,0.837,1,5753.0,0.869,13.786,0.03064428227636152,0.6666666666666666,0.0065395394265667746
K04663.01,,CANDIDATE,0.19658385093167702,NEEDS REVIEW (ambiguous),True,287.67059,43.197239,5.65690281,0.74,1159.0,32.2,3.583,10.4,425.7,0.014,1,5687.0,1.32,12.715,0.026391060918132807,1.8297872340425532,0.005138460683831903
K04664.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,300.94925,45.247952,0.734573766,0.86,2061.0,68.4,1.295,11.4,4270.04,0.044,1,5602.0,1.051,14.617,0.07345529588832789,38.77777777777778,0.0075001678816647935
K04665.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,293.06857,42.957211,289.86046,1.5,279.0,234.5,11.103,10.3,1.43,0.3711,1,5914.0,0.971,13.696,0.001596026584653871,1.3333333333333333,0.014159479157718664
K04453.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,291.16476,48.052429,357.13089,1.62,246.0,330.5,13.04,11.8,0.87,0.1365,2,5838.0,0.897,15.271,0.0015213843118788554,,0.016553804462783064
K04454.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.38583,41.552311,370.50684,2.06,277.0,418.6,12.132,8.8,1.39,0.0647,1,6360.0,0.999,14.851,0.0013643472816858117,,0.018900660513859417
K04455.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,294.51309,46.500759,1.332580225,2.18,3111.0,46.3,2.057,16.4,22103.67,0.519,1,6858.0,3.096,13.922,0.06431757857830535,3.979591836734694,0.0064540271945468805
K04456.01,,CANDIDATE,0.6326754190008821,NEEDS REVIEW (ambiguous),True,294.67126,38.698971,7.4299322,1.81,1024.0,164.9,4.013,9.8,259.7,0.826,1,5635.0,1.252,15.128,0.022504691675831624,0.8152173913043478,0.013251025673313167
K04457.01,,CANDIDATE,0.14911660900134785,FALSE POSITIVE,True,290.51242,50.649288,79.334347,1.56,500.0,164.9,10.886,14.6,14.73,0.652,1,6384.0,1.15,13.815,0.005717363922253413,1.0909090909090908,0.012433746463157057
K04523.01,,CANDIDATE,0.1706482020256214,FALSE POSITIVE,True,296.04425,44.80529,5.68251605,1.03,1090.0,81.2,3.479,9.4,333.82,0.0,1,5753.0,1.157,14.878,0.02550953346332094,1.0769230769230769,0.00815979250360655
K04524.01,Kepler-1962 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,289.5484,40.1642,7.99144696,1.53,901.0,145.0,3.639,12.8,155.95,0.94,3,5700.0,1.006,14.955,0.018973410041878074,1.3166666666666669,0.013940190206150813
K03159.01,,FALSE POSITIVE,0.029967115278679752,FALSE POSITIVE,False,295.33606,40.392132,2.9039446,1.17,2637.0,13.1,10.542,32.0,11446.75,0.686,1,7846.0,3.05,9.162,0.15125977265544252,4.631578947368421,0.00351610043425343
K07686.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,288.03705,39.208988,68.538296,25.77,1031.0,1087.0,3.627,11.3,267.17,0.002,1,4687.0,8.123,13.983,0.0022049716555544363,0.3939393939393939,0.029078581339855726
K04524.02,,CANDIDATE,0.8490426290040848,CONFIRMED,True,289.5484,40.1642,4.52628739,1.02,1089.0,99.6,3.736,12.5,332.79,0.5,3,5700.0,1.006,14.955,0.034391688652069145,1.9838709677419355,0.009293460137433875
K04525.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,297.81274,45.508678,369.7985,2.53,225.0,1106.4,12.564,11.1,0.61,0.1382,1,5680.0,0.757,15.696,0.001415635812476254,,0.030633730764620337
K03172.02,,FALSE POSITIVE,0.034087174935652165,FALSE POSITIVE,False,290.03314,38.426861,6.5588346,0.7,973.0,41.2,3.034,8.1,211.64,0.7173,2,5780.0,1.0,10.609,0.0192742574521801,,0.006416131989000916
K04594.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,289.07382,40.977531,0.643007769,0.35,1070.0,68.1,0.69,10.3,311.13,0.012,1,3925.0,0.421,14.8,0.04471174593226415,69.41666666666667,0.007620109250594914
K04595.01,,CANDIDATE,0.2465998598818005,NEEDS REVIEW (ambiguous),True,295.41479,50.979012,0.597018404,1.09,1578.0,245.4,0.4778,16.5,1473.77,0.44,1,4985.0,0.63,15.509,0.03334626403465669,1.352941176470588,0.015858466820886624
K04596.01,,FALSE POSITIVE,0.02964792233580423,FALSE POSITIVE,True,288.95825,44.577999,1.061937837,0.68,1757.0,52.0,2.31,16.3,2252.16,0.125,1,5893.0,0.941,14.171,0.09063619041196289,3.1428571428571432,0.0066236067291948145
K04597.01,,CANDIDATE,0.16404416839199448,FALSE POSITIVE,True,296.3609,48.213001,4.82025124,0.78,1018.0,94.1,2.129,8.5,254.2,0.538,1,6035.0,0.777,14.639,0.01840325927354221,1.6666666666666667,0.009201292427690227
K04666.01,,CANDIDATE,0.4842914979757086,NEEDS REVIEW (ambiguous),True,284.04172,49.138199,12.4019263,1.49,713.0,211.1,4.043,9.5,60.93,0.924,1,5555.0,0.832,15.355,0.01358323934994948,0.6818181818181818,0.01641489811746457
K04667.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,289.63535,44.379711,152.823896,2.45,395.0,456.2,7.734,9.9,5.77,0.119,1,6452.0,1.137,15.408,0.002108636204379975,0.6049382716049382,0.019750626175464563
K04668.01,,FALSE POSITIVE,0.2111375837975668,NEEDS REVIEW (ambiguous),False,285.21283,45.2514,15.07277287,1.73,635.0,345.0,0.7794,13.0,38.57,0.891,1,5521.0,0.771,14.269,0.0021545471613014493,2.017543859649123,0.02056681182318248
K04669.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,293.14069,37.994469,1.71659304,1.17,1607.0,138.0,1.154,9.5,1577.89,0.1534,1,6192.0,0.987,14.971,0.028010910106762016,154.125,0.010865355951846971
K04670.01,,CANDIDATE,0.005515746364223591,FALSE POSITIVE,True,294.58066,46.610592,6.80899076,89.29,795.0,1192.0,2.077,11.5,94.48,1.9253,1,4992.0,0.854,16.303,0.012709911015750397,6.411764705882353,0.9583412935729206
K03061.02,,CANDIDATE,0.22727272727272724,NEEDS REVIEW (ambiguous),True,297.04208,39.912231,77.915425,1.17,367.0,178.8,8.274,9.2,4.28,0.448,2,5135.0,0.874,14.316,0.004424669441256336,1.2592592592592593,0.012270144536010252
K04458.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,300.29211,44.731041,358.818895,2.66,262.0,666.1,2.503,11.5,1.11,0.825,1,6056.0,0.918,13.919,0.0002906526610497105,76.42857142857142,0.0265591520241868
K04459.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,285.43997,45.011559,181.3537,2.11,317.0,455.0,16.19,11.7,2.39,0.5983,1,5900.0,0.951,15.914,0.003719710892765537,,0.020336545736505833
K04460.01,,CANDIDATE,0.8561423754608969,CONFIRMED,True,290.14725,46.802872,284.727213,2.02,278.0,355.3,10.299,12.7,1.41,0.316,1,5497.0,1.08,14.636,0.0015071443135995573,1.323943661971831,0.017143633092304038
K04461.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,291.00818,50.255589,3.74786694,0.89,1176.0,80.9,3.632,19.1,451.72,0.49,1,5957.0,0.971,13.567,0.04037852350578202,4.965909090909091,0.008401290966913073
K04526.01,,CANDIDATE,0.9983333333333334,CONFIRMED,True,295.96893,38.867168,30.5392931,2.72,669.0,428.2,6.887,15.0,47.46,0.045,2,5803.0,1.328,15.271,0.009396364624213692,0.9873417721518988,0.018773535940278068
K07683.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,True,284.91156,39.298618,0.913244995,0.77,1967.0,47.8,0.4931,10.2,3541.46,0.286,1,5923.0,1.049,13.343,0.02249761394348877,11.378378378378379,0.006728069769209733
K04527.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.12021,38.534821,2.97599368,0.79,1395.0,55.0,4.023,13.0,894.1,0.243,1,6202.0,1.055,14.11,0.056325724455167515,5.04,0.006863567056615742
K04528.01,,CANDIDATE,0.2068402611880873,NEEDS REVIEW (ambiguous),True,295.37476,43.500431,8.31224474,10.63,801.0,70.8,2.663,12.2,97.64,1.111,1,5421.0,0.816,13.019,0.0133487808412789,0.8222222222222222,0.11940385686813684
K04529.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,292.97867,42.056492,0.584148495,0.87,2130.0,66.2,1.6192,21.9,4882.9,0.584,1,5427.0,1.031,13.949,0.11549574679066264,6.773809523809525,0.007734563988403489
K04530.01,,CANDIDATE,0.9045714285714286,CONFIRMED,True,290.73434,51.770962,12.6362048,1.1,774.0,124.0,3.961,11.5,85.06,0.174,1,5772.0,0.992,14.241,0.013061015493090668,0.7037037037037036,0.010163803554004909
K04598.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,298.75528,40.665218,0.824180121,17.8,1912.0,208.1,2.839,39.7,3155.32,1.171,2,5977.0,0.883,14.638,0.1435264739498208,14.679245283018867,0.18477131435725017
K04599.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,281.04361,42.975761,0.579770948,2.4,1953.0,467.9,1.0377,44.3,3425.06,0.946,1,5561.0,0.854,15.298,0.07457686548309075,53.6,0.025758977540318168
K07687.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,288.86908,39.30986,23.266633,2.66,1156.0,49.9,8.315,11.4,422.77,0.092,1,5758.0,3.775,13.047,0.01489078085915282,2.6421052631578945,0.006458622929325427
K04600.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,286.37338,37.919003,0.92225589,1.29,2206.0,33.0,4.227,7.1,5614.19,0.992,1,5631.0,1.485,12.352,0.1909719438061816,237.88059701492537,0.007962299438009796
K04601.01,,CANDIDATE,0.7060680547522653,NEEDS REVIEW (ambiguous),True,298.43478,48.706139,7.94004281,0.98,1010.0,81.9,3.282,10.7,245.79,0.004,1,6278.0,1.081,13.757,0.01722282905424285,1.2244897959183674,0.008309514139316637
K04602.01,,CANDIDATE,0.8653256193297307,CONFIRMED,True,297.23273,41.433411,2.85855049,1.23,1212.0,85.4,2.341,11.4,510.14,0.972,1,5441.0,0.964,14.636,0.034122772016060024,0.8225806451612904,0.011695083500994559
K04671.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,False,284.34848,40.690659,0.75499096,1.39,1949.0,215.8,2.485,9.9,3403.34,0.322,1,5743.0,0.946,15.708,0.13714292243534498,6.238095238095238,0.013467869925568218
K04672.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,292.32425,42.88496,353.40191,2.35,202.0,948.0,6.681,9.1,0.39,0.4702,1,4957.0,0.763,15.687,0.0007877008927314514,,0.028230500232451144
K03190.01,,CANDIDATE,0.09999850160400886,FALSE POSITIVE,True,298.26816,41.251663,8.95294046,0.86,1012.0,44.0,2.995,13.0,247.66,0.718,1,6047.0,1.207,11.458,0.013938623542087832,3.1447368421052633,0.006530800698947554
K04673.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,290.73431,48.16341,1.428596987,1.62,2637.0,50.0,2.1401,26.1,11425.1,0.7017,1,6745.0,2.144,12.619,0.06241846661078904,4.5,0.006925728826080414
K04674.01,,CANDIDATE,0.07698412698412697,FALSE POSITIVE,True,282.58282,42.346352,4.84350003,0.9,1121.0,50.2,3.045,10.4,373.1,0.906,1,5762.0,1.056,13.59,0.02619490021970744,0.6,0.007811849012582285
K04462.01,,CANDIDATE,0.0,FALSE POSITIVE,True,293.85294,46.590809,45.163025,2.35,886.0,130.3,7.03,8.7,145.48,0.2057,1,7675.0,2.015,11.069,0.006485762781980762,,0.01068976261903733
K04463.01,,CANDIDATE,0.19420289855072465,NEEDS REVIEW (ambiguous),True,289.41428,41.51004,36.7614011,1.52,475.0,160.9,15.982,16.2,12.0,0.984,1,5305.0,0.823,15.598,0.018114561652729462,1.037037037037037,0.016928520436176694
K04464.01,,CANDIDATE,0.9340332607405614,CONFIRMED,True,295.30652,49.179668,4.373570433,1.23,727.0,366.0,0.623,14.5,66.12,0.1,1,4362.0,0.64,15.194,0.005935272732198236,2.75,0.01761571952337305
K04465.01,,FALSE POSITIVE,0.001792512104076579,FALSE POSITIVE,False,291.54626,37.817749,2.21701025,1.16,2371.0,29.4,2.148,11.7,7467.21,0.0662,1,7524.0,2.092,12.734,0.04036968254882899,140.62162162162164,0.005082431785878901
K07677.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,True,294.88538,39.084202,43.0759115,213.46,1032.0,3452.0,90.95,323.1,268.5,1.256,1,4766.0,5.915,9.927,0.08797453614726954,2.2727272727272725,0.3307782959478652
