kepoi_name,koi_period,koi_prad,koi_teq,p_planet_calibrated,conformal_verdict
K01465.01,9.771462706,10.15,799.0,0.39277121225661993,NEEDS REVIEW (ambiguous)
K04503.01,5.89089509,1.54,985.0,0.3924460373065762,NEEDS REVIEW (ambiguous)
K06765.01,13.05609,1.3,814.0,0.390769733500074,NEEDS REVIEW (ambiguous)
K03367.01,25.3736543,1.88,653.0,0.38782622204820744,NEEDS REVIEW (ambiguous)
K05512.01,8.5852872,3.02,777.0,0.3877926421404682,NEEDS REVIEW (ambiguous)
K06849.01,12.54474243,1.88,840.0,0.3877926421404682,NEEDS REVIEW (ambiguous)
K03749.01,10.72725536,12.85,307.0,0.38718991153773763,NEEDS REVIEW (ambiguous)
K07209.01,8.2553499,3.28,1462.0,0.3858695652173913,NEEDS REVIEW (ambiguous)
K04826.01,1.141148847,1.67,2248.0,0.38576645143972377,NEEDS REVIEW (ambiguous)
K02563.02,6.2614227,0.81,1146.0,0.384047619047619,NEEDS REVIEW (ambiguous)
K04891.01,4.7309013,1.39,1065.0,0.3839393939393939,NEEDS REVIEW (ambiguous)
K05761.01,6.13292733,1.56,1379.0,0.3836368582780013,NEEDS REVIEW (ambiguous)
K02103.02,3.66520844,0.82,1168.0,0.3834646660768658,NEEDS REVIEW (ambiguous)
K05104.01,21.1579573,1.63,682.0,0.3832505175983437,NEEDS REVIEW (ambiguous)
K05932.01,355.86134,2.79,233.0,0.3832505175983437,NEEDS REVIEW (ambiguous)
K01083.02,4.57797412,0.96,1024.0,0.38166666666666665,NEEDS REVIEW (ambiguous)
K02700.01,0.910020582,1.12,1127.0,0.38017359452142063,NEEDS REVIEW (ambiguous)
K04895.01,12.460565,1.1,726.0,0.37385399262670066,NEEDS REVIEW (ambiguous)
K02220.05,11.9294568,1.05,797.0,0.37342324064469706,NEEDS REVIEW (ambiguous)
K00647.02,8.1134681,0.92,1127.0,0.37270915779839403,NEEDS REVIEW (ambiguous)
K05602.01,403.163148,2.49,240.0,0.36872378883617485,NEEDS REVIEW (ambiguous)
K04575.01,201.325036,1.98,410.0,0.3636449315841728,NEEDS REVIEW (ambiguous)
K00075.01,105.8817667,10.16,595.0,0.3612300364541987,NEEDS REVIEW (ambiguous)
K03065.01,0.896382269,1.0,1810.0,0.36112597547380154,NEEDS REVIEW (ambiguous)
K05605.01,9.011888,7.04,1105.0,0.3592028985507246,NEEDS REVIEW (ambiguous)
K05790.01,178.266978,3.71,241.0,0.3592028985507246,NEEDS REVIEW (ambiguous)
K00100.01,9.9664004,16.89,1578.0,0.3592028985507246,NEEDS REVIEW (ambiguous)
K04885.01,9.33955596,2.67,882.0,0.3557139107055851,NEEDS REVIEW (ambiguous)
K02871.04,7.9788198,0.99,927.0,0.353982523040597,NEEDS REVIEW (ambiguous)
K04634.01,4.02745396,0.98,1250.0,0.3536150091519219,NEEDS REVIEW (ambiguous)
K04799.01,12.0729757,1.69,969.0,0.3518109560843218,NEEDS REVIEW (ambiguous)
K01101.02,11.39110963,1.9,632.0,0.3492212135690397,NEEDS REVIEW (ambiguous)
K05800.01,11.006795,1.34,874.0,0.34883386408141487,NEEDS REVIEW (ambiguous)
K06994.01,4.25907841,0.7,1253.0,0.3484791944464869,NEEDS REVIEW (ambiguous)
K04850.01,3.04185157,0.71,1184.0,0.34586956521739126,NEEDS REVIEW (ambiguous)
K05917.01,41.9934673,1.56,503.0,0.34586956521739126,NEEDS REVIEW (ambiguous)
K06399.01,6.76890076,1.24,1017.0,0.3452755261426477,NEEDS REVIEW (ambiguous)
K04881.01,5.6795377,1.16,1420.0,0.34445930880713493,NEEDS REVIEW (ambiguous)
K00777.01,40.4195037,7.51,467.0,0.3442028985507246,NEEDS REVIEW (ambiguous)
K03068.02,6.65171459,0.84,713.0,0.34253623188405796,NEEDS REVIEW (ambiguous)
K01647.03,6.33027476,1.02,1046.0,0.34253623188405796,NEEDS REVIEW (ambiguous)
K06931.01,2.54031121,1.2,1268.0,0.34240382871152575,NEEDS REVIEW (ambiguous)
K03440.02,58.940569,2.48,465.0,0.34096966494348074,NEEDS REVIEW (ambiguous)
K03019.02,2.012094,0.99,1523.0,0.3405613782595814,NEEDS REVIEW (ambiguous)
K00728.01,7.189379172,11.94,1026.0,0.3383847413246288,NEEDS REVIEW (ambiguous)
K03434.01,10.2856373,1.24,864.0,0.3343346999087545,NEEDS REVIEW (ambiguous)
K03689.01,5.24088367,12.74,1320.0,0.33418477786577594,NEEDS REVIEW (ambiguous)
K05067.01,219.931324,2.3,279.0,0.33257736625757384,NEEDS REVIEW (ambiguous)
K01872.01,30.5231459,11.26,506.0,0.3301505785804305,NEEDS REVIEW (ambiguous)
K06191.02,12.7713826,1.26,851.0,0.32825051759834367,NEEDS REVIEW (ambiguous)
K05831.01,10.552241908,1.75,485.0,0.3245348398823933,NEEDS REVIEW (ambiguous)
K07759.01,6.2253374,1.92,1378.0,0.3232657263015587,NEEDS REVIEW (ambiguous)
K03480.01,11.9378354,1.15,671.0,0.3232648265605126,NEEDS REVIEW (ambiguous)
K05476.01,148.179343,2.52,367.0,0.322554546902373,NEEDS REVIEW (ambiguous)
K02949.02,3.75030469,0.87,1374.0,0.322554546902373,NEEDS REVIEW (ambiguous)
K06570.01,16.214474,3.53,1256.0,0.320990238433943,NEEDS REVIEW (ambiguous)
K00126.02,0.875197345,0.73,2518.0,0.31779264214046826,NEEDS REVIEW (ambiguous)
K02093.03,0.496069986,10.0,6285.0,0.31765511264380186,NEEDS REVIEW (ambiguous)
K06182.01,19.2405821,1.19,565.0,0.31622782143011785,NEEDS REVIEW (ambiguous)
K00735.01,22.34213536,5.19,526.0,0.31607057836173696,NEEDS REVIEW (ambiguous)
K06267.01,13.8911152,1.12,674.0,0.311583850931677,NEEDS REVIEW (ambiguous)
K04782.02,4.29251656,3.66,1144.0,0.311583850931677,NEEDS REVIEW (ambiguous)
K00815.01,34.84398644,7.61,511.0,0.31112597547380155,NEEDS REVIEW (ambiguous)
K04298.01,2.89494709,1.16,1919.0,0.31112597547380155,NEEDS REVIEW (ambiguous)
K04393.01,1.62888267,0.92,1327.0,0.30960924460747985,NEEDS REVIEW (ambiguous)
K02871.03,18.0811429,0.75,638.0,0.3074132441921191,NEEDS REVIEW (ambiguous)
K03429.04,44.433726,1.85,538.0,0.30727272727272725,NEEDS REVIEW (ambiguous)
K05435.01,15.9961296,1.71,560.0,0.307225655135522,NEEDS REVIEW (ambiguous)
K04811.01,21.7434141,2.23,799.0,0.30684026118808727,NEEDS REVIEW (ambiguous)
K07678.01,13.0914878,0.79,892.0,0.30491718426501035,NEEDS REVIEW (ambiguous)
K03105.01,4.21223579,1.04,887.0,0.2971324218419872,NEEDS REVIEW (ambiguous)
K04577.02,3.07365139,0.79,1215.0,0.28949198895314665,NEEDS REVIEW (ambiguous)
K02050.02,3.17796408,0.74,1034.0,0.2882505175983437,NEEDS REVIEW (ambiguous)
K01942.02,2.433703498,1.66,1112.0,0.28753623188405797,NEEDS REVIEW (ambiguous)
K06680.01,5.52507406,0.8,1028.0,0.28626041209352737,NEEDS REVIEW (ambiguous)
K05224.01,171.028691,2.49,376.0,0.28523053886015226,NEEDS REVIEW (ambiguous)
K02623.02,4.02664625,0.68,1318.0,0.28446601130589,NEEDS REVIEW (ambiguous)
K04034.02,11.6089351,46.44,1496.0,0.28421920095995157,NEEDS REVIEW (ambiguous)
K05475.02,5.68325648,0.97,1257.0,0.284047619047619,NEEDS REVIEW (ambiguous)
K03091.02,7.9069765,1.13,994.0,0.2835897435897436,NEEDS REVIEW (ambiguous)
K01106.03,13.2298203,1.5,856.0,0.2835897435897436,NEEDS REVIEW (ambiguous)
K00331.02,10.52286678,23.26,1008.0,0.2829551334763306,NEEDS REVIEW (ambiguous)
K07818.01,2.52443998,1.53,2145.0,0.28253623188405796,NEEDS REVIEW (ambiguous)
K04838.02,6.33342309,7.62,625.0,0.28222222222222226,NEEDS REVIEW (ambiguous)
K05458.01,56.648588,2.19,377.0,0.28063146997929606,NEEDS REVIEW (ambiguous)
K05943.01,27.2020672,1.87,719.0,0.28063146997929606,NEEDS REVIEW (ambiguous)
K03425.03,7.64370363,1.85,1334.0,0.28007052154373013,NEEDS REVIEW (ambiguous)
K01338.03,21.0112068,1.4,663.0,0.27999999999999997,NEEDS REVIEW (ambiguous)
K04192.02,32.0273169,1.14,525.0,0.27814229249011857,NEEDS REVIEW (ambiguous)
K04558.01,8.8233996,1.13,929.0,0.27812061410851313,NEEDS REVIEW (ambiguous)
K00417.01,19.193103549,12.23,656.0,0.27634282623449374,NEEDS REVIEW (ambiguous)
K07681.01,6.05552018,0.92,844.0,0.27420289855072466,NEEDS REVIEW (ambiguous)
K02879.01,0.339069751,2.09,3653.0,0.274187326305485,NEEDS REVIEW (ambiguous)
K01840.02,9.3888216,20.91,963.0,0.2733333333333333,NEEDS REVIEW (ambiguous)
K05007.01,14.5168151,1.82,1030.0,0.2733333333333333,NEEDS REVIEW (ambiguous)
K03013.01,3.76562031,19.39,1084.0,0.2704945054945055,NEEDS REVIEW (ambiguous)
K07685.01,64.740274,1.35,518.0,0.27027013919547005,NEEDS REVIEW (ambiguous)
K00787.03,0.589376952,0.93,2162.0,0.2699171842650104,NEEDS REVIEW (ambiguous)
K07007.01,0.800263219,0.77,1240.0,0.2699171842650104,NEEDS REVIEW (ambiguous)
K02055.04,6.13074243,1.26,916.0,0.2699171842650104,NEEDS REVIEW (ambiguous)
K04383.02,2.58393841,0.77,1470.0,0.2699171842650103,NEEDS REVIEW (ambiguous)
K04692.02,7.6720844,0.72,875.0,0.2698245320608847,NEEDS REVIEW (ambiguous)
K04711.01,4.3638313,1.08,976.0,0.2692028985507246,NEEDS REVIEW (ambiguous)
K02421.02,4.02321842,0.48,747.0,0.2690323689972509,NEEDS REVIEW (ambiguous)
K04549.01,2.0481582,1.16,1346.0,0.26692307692307693,NEEDS REVIEW (ambiguous)
K07795.01,5.44085762,0.97,892.0,0.26325051759834367,NEEDS REVIEW (ambiguous)
K04435.02,17.8693759,0.81,759.0,0.2628536922015183,NEEDS REVIEW (ambiguous)
K02183.03,150.381954,2.26,325.0,0.2617615304967382,NEEDS REVIEW (ambiguous)
K06259.01,4.78113942,1.14,1130.0,0.26035232383808093,NEEDS REVIEW (ambiguous)
K07076.01,16.2347636,1.28,852.0,0.26001486436269045,NEEDS REVIEW (ambiguous)
K04636.01,122.749053,6.13,348.0,0.2592028985507246,NEEDS REVIEW (ambiguous)
K05341.01,15.18575582,2.26,922.0,0.25354686388459596,NEEDS REVIEW (ambiguous)
K04849.01,3.19938075,0.62,1026.0,0.2530917874396135,NEEDS REVIEW (ambiguous)
K04385.03,17.3695112,1.45,588.0,0.2529512611207279,NEEDS REVIEW (ambiguous)
K07400.01,4.15736472,1.09,931.0,0.2523633004776903,NEEDS REVIEW (ambiguous)
K06355.01,4.37198905,0.93,1085.0,0.2522570857428429,NEEDS REVIEW (ambiguous)
K06103.02,122.8054416,118.62,602.0,0.2508695652173913,NEEDS REVIEW (ambiguous)
K04904.01,3.5944891,0.98,1178.0,0.2508695652173913,NEEDS REVIEW (ambiguous)
K04713.01,8.7963166,1.36,882.0,0.24904761904761902,NEEDS REVIEW (ambiguous)
K04595.01,0.597018404,1.09,1578.0,0.2465998598818005,NEEDS REVIEW (ambiguous)
K00365.02,117.761,0.62,337.0,0.24491718426501033,NEEDS REVIEW (ambiguous)
K07320.01,8.50207749,0.75,679.0,0.24491718426501033,NEEDS REVIEW (ambiguous)
K04259.01,0.909127736,0.98,1818.0,0.24253623188405796,NEEDS REVIEW (ambiguous)
K06355.02,6.72876606,1.03,940.0,0.24086956521739128,NEEDS REVIEW (ambiguous)
K04226.01,49.564693,1.63,588.0,0.24086956521739128,NEEDS REVIEW (ambiguous)
K01499.02,0.840594032,0.62,1780.0,0.24086956521739128,NEEDS REVIEW (ambiguous)
K04871.01,4.08197713,0.6,1372.0,0.24086956521739128,NEEDS REVIEW (ambiguous)
K02093.01,6.78341325,20.75,2628.0,0.24053018399037587,NEEDS REVIEW (ambiguous)
K07479.01,7.1969168,1.1,1132.0,0.2404002976499105,NEEDS REVIEW (ambiguous)
K00945.03,66.789347,2.07,490.0,0.24025641025641026,NEEDS REVIEW (ambiguous)
K07041.01,8.3613732,0.79,793.0,0.23960924465077413,NEEDS REVIEW (ambiguous)
K02813.01,0.698461304,14.81,5173.0,0.23837536650126084,NEEDS REVIEW (ambiguous)
K06513.01,5.62241111,1.17,561.0,0.23779264214046822,NEEDS REVIEW (ambiguous)
K02222.01,34.135676,13.98,1526.0,0.23779264214046822,NEEDS REVIEW (ambiguous)
K06966.01,8.47484677,1.35,780.0,0.23779264214046822,NEEDS REVIEW (ambiguous)
K06907.01,4.60687717,1.14,865.0,0.23779264214046822,NEEDS REVIEW (ambiguous)
K03225.01,4.8754765,0.8,1180.0,0.23586956521739127,NEEDS REVIEW (ambiguous)
K02445.01,47.3659328,11.97,481.0,0.23586956521739127,NEEDS REVIEW (ambiguous)
K06978.01,3.07551068,0.84,1389.0,0.2354388674966085,NEEDS REVIEW (ambiguous)
K06860.01,0.576732089,0.43,1537.0,0.23420289855072465,NEEDS REVIEW (ambiguous)
K04198.01,1.182862515,1.26,2800.0,0.23366897774554687,NEEDS REVIEW (ambiguous)
K02369.02,6.3143447,1.34,1012.0,0.23197420357574758,NEEDS REVIEW (ambiguous)
K06329.01,12.4701111,2.06,1074.0,0.22875959573035015,NEEDS REVIEW (ambiguous)
K03206.01,15.1516409,1.38,736.0,0.2282512359851782,NEEDS REVIEW (ambiguous)
K07032.01,3.64049242,0.61,1136.0,0.22753623188405797,NEEDS REVIEW (ambiguous)
K06276.01,3.09872834,0.64,579.0,0.22753623188405797,NEEDS REVIEW (ambiguous)
K03061.02,77.915425,1.17,367.0,0.22727272727272724,NEEDS REVIEW (ambiguous)
K05359.01,2.7200197,1.53,713.0,0.22609161898640434,NEEDS REVIEW (ambiguous)
K07617.01,12.9284553,0.64,343.0,0.2253060545806619,NEEDS REVIEW (ambiguous)
K02167.02,6.95787,1.39,1047.0,0.22363937363760603,NEEDS REVIEW (ambiguous)
K02369.03,7.2274321,1.28,967.0,0.22182194616977227,NEEDS REVIEW (ambiguous)
K01576.03,23.3397956,1.23,653.0,0.22168949230619073,NEEDS REVIEW (ambiguous)
K02712.01,7.50790041,1.77,1138.0,0.22032172470072794,NEEDS REVIEW (ambiguous)
K04260.04,84.799829,1.16,491.0,0.21489177489177486,NEEDS REVIEW (ambiguous)
K02921.01,16.6146221,1.49,604.0,0.21350692785475395,NEEDS REVIEW (ambiguous)
K06750.01,5.21395046,1.24,1201.0,0.21325051759834368,NEEDS REVIEW (ambiguous)
K07764.01,227.83457,2.83,449.0,0.21261868629449152,NEEDS REVIEW (ambiguous)
K02906.02,145.881936,1.8,424.0,0.2125873058983423,NEEDS REVIEW (ambiguous)
K03368.01,10.08535311,1.45,843.0,0.2106242453101105,NEEDS REVIEW (ambiguous)
K01920.02,10.1384691,0.74,723.0,0.20991718426501035,NEEDS REVIEW (ambiguous)
K01619.01,20.6654374,0.66,487.0,0.20991718426501035,NEEDS REVIEW (ambiguous)
K03313.01,34.9524256,21.74,429.0,0.20929573272310525,NEEDS REVIEW (ambiguous)
K00566.03,42.068554,1.32,541.0,0.20848861283643894,NEEDS REVIEW (ambiguous)
K04528.01,8.31224474,10.63,801.0,0.2068402611880873,NEEDS REVIEW (ambiguous)
K03112.01,2.118893997,1.41,1230.0,0.20625946614420498,NEEDS REVIEW (ambiguous)
K02739.02,7.0956395,1.2,989.0,0.20491718426501032,NEEDS REVIEW (ambiguous)
K03495.02,6.685438,1.25,1040.0,0.20325051759834373,NEEDS REVIEW (ambiguous)
K02343.01,29.0726293,2.32,614.0,0.20149274379036614,NEEDS REVIEW (ambiguous)
K04495.01,5.93218209,1.39,1000.0,0.2008695652173913,NEEDS REVIEW (ambiguous)
K02564.02,17.6637979,2.98,1178.0,0.2008695652173913,NEEDS REVIEW (ambiguous)
K00304.02,5.518195,0.46,969.0,0.19998587091964118,NEEDS REVIEW (ambiguous)
K04735.01,2.87998334,0.85,1024.0,0.1973775017253278,NEEDS REVIEW (ambiguous)
K06746.01,2.564012541,7.27,1720.0,0.19727564289857885,NEEDS REVIEW (ambiguous)
K06793.01,3.62657392,0.79,1014.0,0.197058205681029,NEEDS REVIEW (ambiguous)
K04663.01,5.65690281,0.74,1159.0,0.19658385093167702,NEEDS REVIEW (ambiguous)
K06568.01,6.27651592,0.65,532.0,0.19595731444772574,NEEDS REVIEW (ambiguous)
K00649.02,10.2090268,0.92,1058.0,0.19479600607167746,NEEDS REVIEW (ambiguous)
K03391.01,36.7662364,1.28,336.0,0.1947330470007213,NEEDS REVIEW (ambiguous)
K04567.01,14.74426,8.1,784.0,0.19420289855072465,NEEDS REVIEW (ambiguous)
K03083.02,6.2321233,0.61,1021.0,0.19420289855072465,NEEDS REVIEW (ambiguous)
K04463.01,36.7614011,1.52,475.0,0.19420289855072465,NEEDS REVIEW (ambiguous)
K05732.01,39.399926,1.52,499.0,0.19404761904761905,NEEDS REVIEW (ambiguous)
K02508.01,7.10397925,1.51,818.0,0.19380607315389925,NEEDS REVIEW (ambiguous)
K08054.01,43.9088053,7.33,885.0,0.19380607315389925,NEEDS REVIEW (ambiguous)
K04535.02,5.78901936,0.78,849.0,0.19201899050474763,NEEDS REVIEW (ambiguous)
K02874.01,0.352515897,1.0,2194.0,0.19040392964272088,NEEDS REVIEW (ambiguous)
K04999.01,65.752109,2.0,458.0,0.19007210595841365,NEEDS REVIEW (ambiguous)
K06878.01,2.405625303,1.11,1180.0,0.18611426574025203,FALSE POSITIVE
K04763.01,56.446465,1.57,522.0,0.1826339119817381,FALSE POSITIVE
K03214.02,25.0901574,1.35,852.0,0.18182194616977226,FALSE POSITIVE
K07117.01,8.2927558,1.01,927.0,0.18182194616977226,FALSE POSITIVE
K02439.02,7.5017934,1.32,1046.0,0.17959770015293666,FALSE POSITIVE
K01631.01,0.592243731,6.77,1551.0,0.17896480331262943,FALSE POSITIVE
K06375.01,2.90805147,0.97,1220.0,0.17853761999378676,FALSE POSITIVE
K04892.01,21.3761817,1.08,717.0,0.17783095631671347,FALSE POSITIVE
K07215.01,3.90735046,0.83,1007.0,0.1775661637397972,FALSE POSITIVE
K07220.01,1.057080807,0.97,1805.0,0.17753623188405798,FALSE POSITIVE
K07258.01,2.4376438,0.79,1686.0,0.17698412698412697,FALSE POSITIVE
K04498.01,17.1622587,22.42,674.0,0.17690476190476193,FALSE POSITIVE
K02636.02,5.1777226,0.63,1050.0,0.1762287294479254,FALSE POSITIVE
K03463.01,32.5474295,1.42,618.0,0.17590787939363656,FALSE POSITIVE
K00883.01,2.688899233,12.04,929.0,0.1751552795031056,FALSE POSITIVE
K02150.02,44.7055876,72.59,509.0,0.1751552795031056,FALSE POSITIVE
K04643.01,5.59346375,1.43,1008.0,0.1751552795031056,FALSE POSITIVE
K00435.02,934.09418462,7.89,177.0,0.17327487370679762,FALSE POSITIVE
K06763.01,2.44693823,0.56,1379.0,0.17222222222222222,FALSE POSITIVE
K04523.01,5.68251605,1.03,1090.0,0.1706482020256214,FALSE POSITIVE
K06259.02,7.18864064,1.3,987.0,0.16991718426501037,FALSE POSITIVE
K04972.01,26.092284,1.35,717.0,0.16991718426501037,FALSE POSITIVE
K04301.02,6.31915999,1.04,1369.0,0.16991718426501037,FALSE POSITIVE
K04545.01,0.849362238,0.85,1498.0,0.16738095238095238,FALSE POSITIVE
K07510.01,5.60682001,1.04,942.0,0.16738095238095238,FALSE POSITIVE
K05411.01,11.1734401,1.4,1279.0,0.16642512077294686,FALSE POSITIVE
K04597.01,4.82025124,0.78,1018.0,0.16404416839199448,FALSE POSITIVE
K07685.02,33.502923,1.08,645.0,0.16404416839199448,FALSE POSITIVE
K02163.03,28.2251049,1.59,625.0,0.1637538106125264,FALSE POSITIVE
K06993.01,13.8086331,1.09,659.0,0.1632505175983437,FALSE POSITIVE
K04715.01,53.285584,1.44,537.0,0.1632505175983437,FALSE POSITIVE
K02554.01,39.7557642,13.72,325.0,0.1632505175983437,FALSE POSITIVE
K07282.01,1.758599866,1.6,1101.0,0.1632505175983437,FALSE POSITIVE
K06657.01,1.6037058,1.54,2492.0,0.16275407805098113,FALSE POSITIVE
K03472.01,10.43003118,1.14,906.0,0.15966559268874556,FALSE POSITIVE
K02689.01,165.3447044,6.98,301.0,0.15666666666666668,FALSE POSITIVE
K05433.01,237.819002,2.55,302.0,0.15369192295428774,FALSE POSITIVE
K07415.01,1.291964282,10.97,1249.0,0.15317460317460316,FALSE POSITIVE
K06983.01,7.7021729,0.85,888.0,0.15317460317460316,FALSE POSITIVE
K04699.01,3.07714195,1.08,1493.0,0.15238095238095237,FALSE POSITIVE
K04649.01,3.38419892,1.2,1074.0,0.1521394064872326,FALSE POSITIVE
K07638.01,25.0032023,1.47,837.0,0.1521394064872326,FALSE POSITIVE
K07408.01,5.15998178,19.07,574.0,0.1509489302967564,FALSE POSITIVE
K04913.01,6.78788113,2.44,1679.0,0.1508695652173913,FALSE POSITIVE
K03815.01,4.7425521,7.27,1159.0,0.1496907058643393,FALSE POSITIVE
K04580.01,6.30432354,1.23,1510.0,0.14969043268185567,FALSE POSITIVE
K04457.01,79.334347,1.56,500.0,0.14911660900134785,FALSE POSITIVE
K04780.01,6.60180003,1.25,875.0,0.14826213443576788,FALSE POSITIVE
K01815.02,1.74610057,1.24,1689.0,0.14795336629449327,FALSE POSITIVE
K04871.02,5.522479,0.76,1288.0,0.14776059221043683,FALSE POSITIVE
K02327.02,46.331703,1.39,441.0,0.14670241871658624,FALSE POSITIVE
K03430.01,13.9248005,0.9,588.0,0.1462776361712777,FALSE POSITIVE
K07106.01,5.01880305,1.08,1178.0,0.14535232383808097,FALSE POSITIVE
K05310.01,22.2903562,1.13,632.0,0.14535232383808097,FALSE POSITIVE
K02193.02,4.16288745,1.32,763.0,0.14473916887709995,FALSE POSITIVE
K06970.01,40.7698541,1.87,585.0,0.14420289855072466,FALSE POSITIVE
K03395.02,5.0395851,0.78,1067.0,0.14420289855072466,FALSE POSITIVE
K07117.02,22.786522,1.45,661.0,0.14420289855072466,FALSE POSITIVE
K04827.01,31.1920226,1.65,521.0,0.14420289855072466,FALSE POSITIVE
K06892.01,17.5806026,1.87,816.0,0.1429492370172263,FALSE POSITIVE
K05850.01,303.226376,3.66,274.0,0.14126984126984127,FALSE POSITIVE
K07378.02,56.391062,3.58,310.0,0.14064308681672028,FALSE POSITIVE
K01445.02,54.325574,0.76,545.0,0.14007952581747604,FALSE POSITIVE
K08232.01,189.183958,3.31,312.0,0.13940806597052996,FALSE POSITIVE
K02194.03,445.21685,1.37,237.0,0.13761904761904764,FALSE POSITIVE
K02433.07,86.431871,2.85,464.0,0.13761904761904764,FALSE POSITIVE
K02321.02,36.2530992,1.43,582.0,0.13554856698130474,FALSE POSITIVE
K04421.02,6.5595368,0.62,1079.0,0.13550267167630514,FALSE POSITIVE
K05628.01,24.9093027,1.32,452.0,0.13544699782607655,FALSE POSITIVE
K04877.01,5.19206571,0.99,1170.0,0.1343166937325609,FALSE POSITIVE
K03137.01,1.332035996,0.85,1365.0,0.13424121272696987,FALSE POSITIVE
K04157.02,5.215752,0.83,1156.0,0.1339764201500536,FALSE POSITIVE
K05934.01,19.3854894,6.13,632.0,0.1339764201500536,FALSE POSITIVE
K00682.01,562.1725914,10.9,241.0,0.1335795947532282,FALSE POSITIVE
K06118.02,4.66185924,1.16,1610.0,0.13345917877074326,FALSE POSITIVE
K04009.02,77.792718,2.17,453.0,0.13309178743961353,FALSE POSITIVE
K01255.01,78.9257421,11.9,398.0,0.13309178743961353,FALSE POSITIVE
K07327.01,17.9908273,1.88,541.0,0.13309178743961353,FALSE POSITIVE
K07693.01,6.41097179,1.4,886.0,0.13229813664596274,FALSE POSITIVE
K04815.01,18.3721835,1.12,657.0,0.13125946614420497,FALSE POSITIVE
K04388.02,61.858947,2.47,699.0,0.13110766045548655,FALSE POSITIVE
K00989.03,16.15811112,86.13,660.0,0.13076032165337803,FALSE POSITIVE
K01547.01,30.69395532,13.72,614.0,0.12782437299933724,FALSE POSITIVE
K07148.01,1.7613778,2.32,1824.0,0.127197532205001,FALSE POSITIVE
K05007.02,80.881757,2.27,581.0,0.12579365079365082,FALSE POSITIVE
K04632.01,40.0691482,13.25,458.0,0.1254851025182292,FALSE POSITIVE
K01110.02,3.71840884,0.84,1184.0,0.12369461483683519,FALSE POSITIVE
K00460.02,36.0484798,1.24,566.0,0.12286530903894251,FALSE POSITIVE
K05071.01,180.4118581,8.86,329.0,0.1208811820548155,FALSE POSITIVE
K06557.01,6.63448023,1.04,1177.0,0.11984126984126983,FALSE POSITIVE
K05418.01,14.2673439,1.21,657.0,0.11984126984126983,FALSE POSITIVE
K04823.01,4.96504981,1.51,1403.0,0.11915592875999385,FALSE POSITIVE
K05842.01,57.7749373,1.85,524.0,0.11904761904761904,FALSE POSITIVE
K05207.01,18.9828305,0.72,707.0,0.11904761904761904,FALSE POSITIVE
K07354.01,43.2675604,1.61,664.0,0.11904761904761904,FALSE POSITIVE
K03236.01,7.13044117,1.18,1400.0,0.11519359367935081,FALSE POSITIVE
K00797.01,10.181584004,7.73,812.0,0.1137827913822547,FALSE POSITIVE
K05440.01,74.624063,1.75,448.0,0.11221184709658594,FALSE POSITIVE
K07427.01,7.8935324,0.78,1052.0,0.11221184709658594,FALSE POSITIVE
K04714.01,2.049602348,1.08,1203.0,0.11221184709658594,FALSE POSITIVE
K03053.02,9.4767057,1.38,841.0,0.11072441613532198,FALSE POSITIVE
K00622.01,155.042265,26.44,511.0,0.1105546605938718,FALSE POSITIVE
K05459.01,53.554546,3.1,769.0,0.10793650793650793,FALSE POSITIVE
K07970.01,1.98514635,1.28,1299.0,0.10793650793650793,FALSE POSITIVE
K07434.01,5.704593,0.95,900.0,0.10793650793650793,FALSE POSITIVE
K05974.01,4.76815507,0.49,761.0,0.10793650793650793,FALSE POSITIVE
K08159.02,353.01861,2.25,301.0,0.10793650793650793,FALSE POSITIVE
K03168.01,56.3479517,1.06,586.0,0.10666666666666666,FALSE POSITIVE
K07182.01,6.853888,1.74,613.0,0.10578338441277627,FALSE POSITIVE
K06646.01,7.1356633,1.38,751.0,0.10558834386697431,FALSE POSITIVE
K06672.01,2.28494301,1.0,1180.0,0.1054667141869828,FALSE POSITIVE
K06777.01,13.4450174,1.08,606.0,0.10381768999132343,FALSE POSITIVE
K05110.01,105.5904748,8.16,670.0,0.10302403919767264,FALSE POSITIVE
K08037.01,3.65034525,0.72,578.0,0.10302403919767264,FALSE POSITIVE
K04856.01,147.388124,3.03,356.0,0.10302403919767264,FALSE POSITIVE
K06546.01,3.39401963,1.03,1306.0,0.10302403919767264,FALSE POSITIVE
K02933.01,119.0833042,22.19,240.0,0.10302403919767264,FALSE POSITIVE
K06579.01,2.6528082,1.17,1280.0,0.10276497371289932,FALSE POSITIVE
K04775.01,16.4491515,2.75,1036.0,0.1020983555841127,FALSE POSITIVE
K04808.01,2.40174996,0.65,621.0,0.10026603428870415,FALSE POSITIVE
K06798.01,2.64185268,3.56,2104.0,0.09999999999999999,FALSE POSITIVE
K07236.01,14.461834,1.05,785.0,0.09999999999999999,FALSE POSITIVE
K03043.02,7.2929891,0.73,904.0,0.09999999999999999,FALSE POSITIVE
K06262.01,0.673141323,1.29,1834.0,0.09999999999999999,FALSE POSITIVE
K03190.01,8.95294046,0.86,1012.0,0.09999850160400886,FALSE POSITIVE
K04818.01,3.79892774,1.46,1869.0,0.09734695767962169,FALSE POSITIVE
K05762.01,12.63063129,1.37,689.0,0.09607545924421798,FALSE POSITIVE
